,Sales_in_thousands,four_year_resale_value,Price_in_thousands,Engine_size,Horsepower,Wheelbase,Width,Length,Curb_weight,Fuel_capacity,Fuel_efficiency,Power_perf_factor,Manufacturer_Audi,Manufacturer_BMW,Manufacturer_Buick,Manufacturer_Cadillac,Manufacturer_Chevrolet,Manufacturer_Chrysler,Manufacturer_Dodge,Manufacturer_Ford,Manufacturer_Honda,Manufacturer_Hyundai,Manufacturer_Infiniti,Manufacturer_Jaguar,Manufacturer_Jeep,Manufacturer_Lexus,Manufacturer_Lincoln,Manufacturer_Mercedes-B,Manufacturer_Mercury,Manufacturer_Mitsubishi,Manufacturer_Nissan,Manufacturer_Oldsmobile,Manufacturer_Plymouth,Manufacturer_Pontiac,Manufacturer_Porsche,Manufacturer_Saab,Manufacturer_Saturn,Manufacturer_Subaru,Manufacturer_Toyota,Manufacturer_Volkswagen,Manufacturer_Volvo,Vehicle_type_Passenger,ln_sales_in_thousands
Manufacturer_Hyundai,-0.012959877691977338,-0.13387729997482414,-0.1494829806230346,-0.15226203754594658,-0.15195643199492737,-0.1229889059492957,-0.12306640946036296,-0.12815233072587562,-0.16565534260257228,-0.12538215884144774,0.13788438336456607,-0.1547135993200912,-0.01948051948051963,-0.019480519480519626,-0.022567556955543362,-0.025314157340492117,-0.03441839892595487,-0.030151134457776622,-0.03831070831790985,-0.03831070831790984,-0.025314157340492145,1.0,-0.011174753906691938,-0.011174753906691938,-0.019480519480519588,-0.02782194056332852,-0.019480519480519584,-0.03441839892595501,-0.027821940563328533,-0.030151134457776566,-0.030151134457776535,-0.027821940563328557,-0.022567556955543272,-0.027821940563328557,-0.019480519480519563,-0.01585438556627548,-0.025314157340492166,-0.01585438556627547,-0.034418398925955156,-0.02782194056332857,-0.027821940563328575,0.08297804542942092,0.0513591408373083
Manufacturer_Infiniti,-0.03813368109799047,0.02061041874435473,0.012602568761243856,-0.004080700791588971,0.06365653245493451,0.009401581193312268,-0.022947299876736205,0.03908099056644727,-0.004770088086101702,0.011741762249827559,0.02495715120647622,0.05303893091277039,-0.011174753906691965,-0.011174753906691965,-0.012945593956343537,-0.014521146569944075,-0.0197436797434746,-0.017295817388759096,-0.021976453855442942,-0.021976453855442942,-0.01452114656994407,-0.011174753906691938,1.0,-0.0064102564102563675,-0.011174753906691932,-0.01595970473542595,-0.011174753906691924,-0.019743679743474605,-0.015959704735425937,-0.017295817388759065,-0.017295817388759033,-0.015959704735425916,-0.012945593956343633,-0.01595970473542591,-0.011174753906691861,-0.009094667994973358,-0.01452114656994418,-0.009094667994973356,-0.019743679743474605,-0.015959704735425892,-0.015959704735425885,0.0475993075163797,-0.008833981125622281
Manufacturer_Jaguar,-0.04960786830708535,-0.023915464603701773,0.08920166446474474,-0.004080700791588971,0.08348846900709614,0.0766920159989755,0.010323257596262484,0.02434141812291312,0.035274351563410494,0.00963254408824524,-0.05625057396278302,0.08605832855979892,-0.011174753906691965,-0.011174753906691964,-0.01294559395634354,-0.014521146569944075,-0.0197436797434746,-0.01729581738875909,-0.021976453855442942,-0.021976453855442942,-0.014521146569944073,-0.011174753906691938,-0.0064102564102563675,1.0,-0.011174753906691932,-0.01595970473542595,-0.011174753906691924,-0.019743679743474605,-0.015959704735425937,-0.017295817388759065,-0.017295817388759033,-0.015959704735425916,-0.012945593956343633,-0.01595970473542591,-0.011174753906691861,-0.009094667994973358,-0.01452114656994418,-0.009094667994973356,-0.019743679743474605,-0.015959704735425892,-0.015959704735425885,0.0475993075163797,-0.03606596755960523
Manufacturer_Jeep,0.11303782363006598,-0.02516197447374268,-0.06287957260106451,0.06438790078140134,-0.045048386147318674,-0.13623299984859427,-0.07038372506990463,-0.20732483619307873,-0.0012893881754223347,0.06949455065105357,-0.18063981341058122,-0.04868524897955814,-0.019480519480519626,-0.019480519480519626,-0.022567556955543352,-0.025314157340492114,-0.03441839892595488,-0.030151134457776615,-0.03831070831790984,-0.038310708317909836,-0.025314157340492142,-0.019480519480519588,-0.011174753906691932,-0.011174753906691932,1.0,-0.027821940563328516,-0.019480519480519584,-0.03441839892595501,-0.027821940563328526,-0.03015113445777656,-0.03015113445777652,-0.02782194056332855,-0.02256755695554327,-0.02782194056332855,-0.019480519480519556,-0.015854385566275477,-0.025314157340492166,-0.01585438556627547,-0.03441839892595515,-0.027821940563328568,-0.027821940563328568,-0.23476715292226413,0.1314227759342548
Manufacturer_Lexus,-0.11540212738881894,0.1312039794704736,0.24003494717411636,0.11578590804910928,0.2300182346291915,0.03736840886627656,0.051341106401107846,0.035373761201554305,0.19521979941405163,0.1360110762249711,-0.14847217161009355,0.2371123027551697,-0.02782194056332857,-0.02782194056332857,-0.03223082571820159,-0.03615350102147958,-0.04915611465907921,-0.04306163763446072,-0.054715083487674725,-0.05471508348767472,-0.03615350102147962,-0.02782194056332852,-0.01595970473542595,-0.01595970473542595,-0.027821940563328516,1.0,-0.027821940563328502,-0.04915611465907937,-0.0397350993377482,-0.04306163763446062,-0.04306163763446057,-0.03973509933774823,-0.032230825718201496,-0.03973509933774824,-0.02782194056332847,-0.02264312167517439,-0.036153501021479656,-0.02264312167517437,-0.04915611465907958,-0.039735099337748256,-0.039735099337748256,-0.0327584912155018,-0.1296080682669392
Manufacturer_Lincoln,-0.05475669837606328,0.02353264912016776,0.1443866656733933,0.25982568893148406,0.20759500578110984,0.14756901227923447,0.24156957516088257,0.23764355885664978,0.24522932358031893,0.18593032047361743,-0.157045428464274,0.199128385438445,-0.019480519480519622,-0.019480519480519622,-0.022567556955543324,-0.02531415734049211,-0.03441839892595489,-0.030151134457776615,-0.038310708317909836,-0.038310708317909836,-0.02531415734049214,-0.019480519480519584,-0.011174753906691924,-0.011174753906691924,-0.019480519480519584,-0.027821940563328502,1.0,-0.03441839892595501,-0.02782194056332852,-0.030151134457776542,-0.030151134457776504,-0.027821940563328543,-0.022567556955543265,-0.02782194056332855,-0.019480519480519556,-0.015854385566275473,-0.025314157340492163,-0.015854385566275466,-0.03441839892595515,-0.027821940563328557,-0.02782194056332856,-0.02293702068780735,-0.00989393964407239
Manufacturer_Mercedes-B,-0.16330645987300785,0.25752055588996187,0.43182920542704784,0.09410994658435236,0.2206004856804413,-0.035299626465497856,-0.07718427780858902,-0.13940796020060608,0.11870114763860108,0.06359412802140291,-0.020400875871334722,0.2782310391313275,-0.03441839892595497,-0.034418398925954975,-0.03987261114144498,-0.04472533531206533,-0.060810810810810995,-0.053271360390343185,-0.06768778642378213,-0.06768778642378212,-0.0447253353120654,-0.03441839892595501,-0.019743679743474605,-0.019743679743474605,-0.03441839892595501,-0.04915611465907937,-0.03441839892595501,1.0,-0.04915611465907939,-0.05327136039034318,-0.05327136039034317,-0.049156114659079514,-0.03987261114144502,-0.04915611465907957,-0.03441839892595505,-0.028011705113493227,-0.04472533531206531,-0.02801170511349322,-0.06081081081081082,-0.04915611465907971,-0.049156114659079736,0.08422922903550421,-0.2447738341037304
Manufacturer_Mercury,-0.03967264919792338,-0.06376769454141802,-0.09328418172921914,0.020475659419065796,-0.08142942744774112,0.06889361140257658,0.07895249663101594,0.107749029157416,0.029449379221441276,-0.005775369906101734,-0.005258501199056467,-0.08452456524788457,-0.02782194056332859,-0.02782194056332858,-0.032230825718201565,-0.03615350102147961,-0.049156114659079306,-0.043061637634460734,-0.05471508348767475,-0.054715083487674745,-0.03615350102147964,-0.027821940563328533,-0.015959704735425937,-0.015959704735425937,-0.027821940563328526,-0.0397350993377482,-0.02782194056332852,-0.04915611465907939,1.0,-0.04306163763446063,-0.0430616376344606,-0.039735099337748256,-0.03223082571820152,-0.03973509933774827,-0.027821940563328484,-0.022643121675174398,-0.03615350102147968,-0.022643121675174384,-0.04915611465907961,-0.03973509933774828,-0.03973509933774828,-0.032758491215501846,0.028092963735330916
Manufacturer_Mitsubishi,-0.09445286429824083,-0.06273644781320174,-0.07909955165610438,-0.0552772272473194,-0.08285637640163143,-0.12649053304309948,-0.13702792962508967,-0.08345904095985181,-0.047198498051568075,0.019486045744953714,-0.050042507588672056,-0.08319284931104608,-0.030151134457776695,-0.03015113445777669,-0.03492912213303902,-0.03918019549846893,-0.05327136039034311,-0.0466666666666665,-0.05929571430685251,-0.05929571430685251,-0.03918019549846883,-0.030151134457776566,-0.017295817388759065,-0.017295817388759065,-0.03015113445777656,-0.04306163763446062,-0.030151134457776542,-0.05327136039034318,-0.04306163763446063,1.0,-0.04666666666666658,-0.043061637634460616,-0.03492912213303897,-0.0430616376344606,-0.03015113445777645,-0.024538755828982264,-0.03918019549846895,-0.024538755828982246,-0.05327136039034321,-0.04306163763446058,-0.04306163763446058,-0.012082260403600432,-0.10607829113805567
Manufacturer_Nissan,0.022424075584599447,-0.0733734513339294,-0.07610386718064052,-0.029981858929239796,-0.06697993423088672,-0.00810033958524208,-0.07290730684642431,-0.0197804311069216,0.011234437433018591,0.014608061399552017,-0.08134399639911626,-0.06976260134032085,-0.030151134457776663,-0.030151134457776653,-0.034929122133038955,-0.03918019549846899,-0.05327136039034312,-0.04666666666666651,-0.05929571430685236,-0.05929571430685235,-0.039180195498468885,-0.030151134457776535,-0.017295817388759033,-0.017295817388759033,-0.03015113445777652,-0.04306163763446057,-0.030151134457776504,-0.05327136039034317,-0.0430616376344606,-0.04666666666666658,1.0,-0.04306163763446066,-0.03492912213303895,-0.04306163763446065,-0.03015113445777648,-0.024538755828982253,-0.039180195498468975,-0.02453875582898224,-0.053271360390343206,-0.04306163763446063,-0.04306163763446062,-0.15259447398621262,0.11554284099305587
Manufacturer_Oldsmobile,-0.07374502490353164,-0.02743579862742984,-0.023571763515290046,0.08174653353837966,0.01795529398737766,0.08645765281565795,0.004993415658047515,0.09831985692372991,0.06613523187481726,0.013479579568488406,-0.03053150185982779,0.010101363203698997,-0.027821940563328606,-0.027821940563328606,-0.032230825718201524,-0.036153501021479635,-0.04915611465907943,-0.04306163763446071,-0.054715083487674794,-0.054715083487674794,-0.036153501021479684,-0.027821940563328557,-0.015959704735425916,-0.015959704735425916,-0.02782194056332855,-0.03973509933774823,-0.027821940563328543,-0.049156114659079514,-0.039735099337748256,-0.043061637634460616,-0.04306163763446066,1.0,-0.03223082571820154,-0.0397350993377483,-0.027821940563328505,-0.022643121675174415,-0.03615350102147969,-0.0226431216751744,-0.049156114659079646,-0.039735099337748304,-0.039735099337748304,-0.0327584912155019,-0.07424718078804508
Manufacturer_Plymouth,-0.09868522036724717,-0.10119324519599517,-0.05369345406826336,-0.09521498875989819,-0.05706509812839844,0.05405600184273608,0.16602701622453728,-0.1145593401188759,-0.10737335578481617,-0.12004861864428738,0.06065128455142931,-0.05770261754633205,-0.022567556955543334,-0.022567556955543328,-0.026143790849673235,-0.02932563929490768,-0.039872611141445004,-0.03492912213303897,-0.04438172672121036,-0.04438172672121035,-0.02932563929490768,-0.022567556955543272,-0.012945593956343633,-0.012945593956343633,-0.02256755695554327,-0.032230825718201496,-0.022567556955543265,-0.03987261114144502,-0.03223082571820152,-0.03492912213303897,-0.03492912213303895,-0.03223082571820154,1.0,-0.03223082571820153,-0.022567556955543223,-0.018366797128785927,-0.029325639294907724,-0.01836679712878592,-0.03987261114144502,-0.032230825718201496,-0.03223082571820149,0.004102998951338583,-0.13714057259923582
Manufacturer_Pontiac,0.036853063632830474,-0.06551135728948218,-0.06180907376891782,0.0783425960873067,-0.0010354171148743612,0.04637560959093372,0.04246601668435167,0.09653595947411373,0.007815516112612312,-0.0013992450255130588,0.053711833676076626,-0.013561958796148452,-0.02782194056332862,-0.02782194056332862,-0.03223082571820151,-0.03615350102147966,-0.049156114659079486,-0.04306163763446071,-0.05471508348767481,-0.05471508348767481,-0.036153501021479705,-0.027821940563328557,-0.01595970473542591,-0.01595970473542591,-0.02782194056332855,-0.03973509933774824,-0.02782194056332855,-0.04915611465907957,-0.03973509933774827,-0.0430616376344606,-0.04306163763446065,-0.0397350993377483,-0.03223082571820153,1.0,-0.027821940563328526,-0.022643121675174425,-0.0361535010214797,-0.022643121675174408,-0.04915611465907964,-0.039735099337748325,-0.03973509933774833,0.042875084090877556,0.09968371523468848
Manufacturer_Porsche,-0.11419175798305106,0.5178042093414803,0.3525040657283478,0.0167201475740641,0.23152964291117129,-0.2607905496158078,-0.0607171774753252,-0.14992164708151845,-0.09451773335059366,-0.0346848223480825,-0.06266788867904514,0.26269005950341945,-0.0194805194805196,-0.019480519480519598,-0.022567556955543206,-0.025314157340492104,-0.034418398925954996,-0.030151134457776525,-0.0383107083179098,-0.038310708317909795,-0.025314157340492135,-0.019480519480519563,-0.011174753906691861,-0.011174753906691861,-0.019480519480519556,-0.02782194056332847,-0.019480519480519556,-0.03441839892595505,-0.027821940563328484,-0.03015113445777645,-0.03015113445777648,-0.027821940563328505,-0.022567556955543223,-0.027821940563328526,1.0,-0.01585438556627546,-0.025314157340492114,-0.01585438556627545,-0.034418398925955086,-0.027821940563328536,-0.027821940563328543,0.08297804542942092,-0.2535944242231934
Manufacturer_Saab,-0.0798858411386433,-0.033930500840527976,0.01906183160757038,-0.10471631918638565,-0.016822873483071692,-0.045174918134018575,-0.07301679308859445,-0.01425992231395958,-0.04495093508534192,-0.007281094381139163,-0.022199056650806473,-0.009736599208434943,-0.01585438556627552,-0.015854385566275518,-0.018366797128785913,-0.020602141085758204,-0.028011705113493227,-0.024538755828982267,-0.031179494037448515,-0.031179494037448508,-0.0206021410857582,-0.01585438556627548,-0.009094667994973358,-0.009094667994973358,-0.015854385566275477,-0.02264312167517439,-0.015854385566275473,-0.028011705113493227,-0.022643121675174398,-0.024538755828982264,-0.024538755828982253,-0.022643121675174415,-0.018366797128785927,-0.022643121675174425,-0.01585438556627546,1.0,-0.02060214108575821,-0.01290322580645167,-0.028011705113493254,-0.022643121675174405,-0.022643121675174394,0.06753238418972977,-0.0857418040995232
Manufacturer_Saturn,-0.05468321397363338,-0.09796292051097343,-0.1691612404194238,-0.19135449306934943,-0.22695072043402775,-0.0834387939864565,-0.2005646400612641,-0.06144454555610984,-0.2213296472352795,-0.26008196974036796,0.3048810926241846,-0.21847263524910362,-0.025314157340492152,-0.02531415734049216,-0.029325639294907682,-0.032894736842105345,-0.044725335312065205,-0.03918019549846903,-0.04978323597351053,-0.04978323597351053,-0.03289473684210529,-0.025314157340492166,-0.01452114656994418,-0.01452114656994418,-0.025314157340492166,-0.036153501021479656,-0.025314157340492163,-0.04472533531206531,-0.03615350102147968,-0.03918019549846895,-0.039180195498468975,-0.03615350102147969,-0.029325639294907724,-0.0361535010214797,-0.025314157340492114,-0.02060214108575821,1.0,-0.020602141085758214,-0.04472533531206525,-0.03615350102147974,-0.036153501021479746,0.10782665728741936,-0.035550299711421686
Manufacturer_Subaru,-0.02181588214738907,-0.033930500840527976,-0.047888023004150106,-0.06398177480516028,-0.04387760527896467,-0.09213976734911787,-0.11010502887212462,-0.059569335317448714,-0.02004879219632338,-0.04618348608769691,0.02100654534311849,-0.04579702397092079,-0.015854385566275508,-0.015854385566275504,-0.018366797128785906,-0.020602141085758214,-0.02801170511349322,-0.024538755828982253,-0.031179494037448508,-0.0311794940374485,-0.020602141085758214,-0.01585438556627547,-0.009094667994973356,-0.009094667994973356,-0.01585438556627547,-0.02264312167517437,-0.015854385566275466,-0.02801170511349322,-0.022643121675174384,-0.024538755828982246,-0.02453875582898224,-0.0226431216751744,-0.01836679712878592,-0.022643121675174408,-0.01585438556627545,-0.01290322580645167,-0.020602141085758214,1.0,-0.02801170511349325,-0.02264312167517441,-0.0226431216751744,-0.06176742456377729,0.03347593764805452
Manufacturer_Toyota,0.13340382390882533,-0.01884807615240767,-0.0935593681509462,-0.10801785569748137,-0.11561508786934425,-0.09398487102706482,-0.1154086258588961,-0.10367798190523089,-0.07057643324384755,-0.011475632124162924,0.0907639835403635,-0.11272127845914237,-0.03441839892595512,-0.03441839892595513,-0.039872611141444976,-0.04472533531206523,-0.060810810810810884,-0.05327136039034321,-0.06768778642378188,-0.06768778642378188,-0.0447253353120653,-0.034418398925955156,-0.019743679743474605,-0.019743679743474605,-0.03441839892595515,-0.04915611465907958,-0.03441839892595515,-0.06081081081081082,-0.04915611465907961,-0.05327136039034321,-0.053271360390343206,-0.049156114659079646,-0.03987261114144502,-0.04915611465907964,-0.034418398925955086,-0.028011705113493254,-0.04472533531206525,-0.02801170511349325,1.0,-0.04915611465907966,-0.04915611465907969,-0.16527999659797035,0.14688577617291343
Manufacturer_Volkswagen,-0.05629426382997475,-0.056776277561199885,-0.13690360434743337,-0.2212038996071168,-0.2447495429271089,-0.20357421051830177,-0.1873001948716707,-0.30458612419675374,-0.1618026026259377,-0.1703176654162359,0.12110650210480019,-0.22539543636286757,-0.027821940563328623,-0.027821940563328623,-0.03223082571820147,-0.03615350102147973,-0.04915611465907961,-0.04306163763446069,-0.05471508348767486,-0.054715083487674857,-0.03615350102147977,-0.02782194056332857,-0.015959704735425892,-0.015959704735425892,-0.027821940563328568,-0.039735099337748256,-0.027821940563328557,-0.04915611465907971,-0.03973509933774828,-0.04306163763446058,-0.04306163763446063,-0.039735099337748304,-0.032230825718201496,-0.039735099337748325,-0.027821940563328536,-0.022643121675174405,-0.03615350102147974,-0.02264312167517441,-0.04915611465907966,1.0,-0.039735099337748395,0.11850865939725735,-0.03454518296920203
Manufacturer_Volvo,-0.13336100048781155,-0.05954266557495536,0.052376086915538016,-0.15312515058565698,-0.011796820072817186,-0.08557988102529329,-0.09460481338555037,-0.05917280362810999,-0.03043488025686349,-0.005775369906101742,0.036863166568895746,0.0014797806012267223,-0.027821940563328623,-0.027821940563328623,-0.03223082571820146,-0.036153501021479746,-0.049156114659079646,-0.04306163763446068,-0.05471508348767488,-0.05471508348767487,-0.03615350102147979,-0.027821940563328575,-0.015959704735425885,-0.015959704735425885,-0.027821940563328568,-0.039735099337748256,-0.02782194056332856,-0.049156114659079736,-0.03973509933774828,-0.04306163763446058,-0.04306163763446062,-0.039735099337748304,-0.03223082571820149,-0.03973509933774833,-0.027821940563328543,-0.022643121675174394,-0.036153501021479746,-0.0226431216751744,-0.04915611465907969,-0.039735099337748395,1.0,0.1185086593972574,-0.1573387681348174
Vehicle_type_Passenger,-0.23025207113719537,0.08459856365084195,0.044229399013377836,-0.2787198519095005,-0.01031190439228202,-0.38244571659438054,-0.23947601970237978,-0.1301659679552905,-0.5189753433225724,-0.5925737975122288,0.5978550040484706,-0.0022584956928678704,0.08297804542942087,0.08297804542942089,0.09612740400278891,0.025247217316078565,0.14660653544387178,0.0581738463877054,-0.17765923948827536,-0.1208517026254255,-0.13991166262660187,0.08297804542942092,0.0475993075163797,0.0475993075163797,-0.23476715292226413,-0.0327584912155018,-0.02293702068780735,0.08422922903550421,-0.032758491215501846,-0.012082260403600432,-0.15259447398621262,-0.0327584912155019,0.004102998951338583,0.042875084090877556,0.08297804542942092,0.06753238418972977,0.10782665728741936,-0.06176742456377729,-0.16527999659797035,0.11850865939725735,0.1185086593972574,1.0,-0.27279617117478655
ln_sales_in_thousands,0.7995125037910767,-0.4467558678181322,-0.5778139524047734,-0.12115787742203743,-0.40100986887549395,0.26999794397661464,0.03767617086647908,0.20737342192746241,-0.05194492997540304,-0.020221075648450545,0.13566061058533435,-0.44705020264576195,-0.1349308671647153,-0.06830920214800265,0.0875072152829903,-0.07547443646580969,0.09820190983551902,-0.01632275277239003,0.08791247692865081,0.3458692643946321,0.15572773463974518,0.0513591408373083,-0.008833981125622281,-0.03606596755960523,0.1314227759342548,-0.1296080682669392,-0.00989393964407239,-0.2447738341037304,0.028092963735330916,-0.10607829113805567,0.11554284099305587,-0.07424718078804508,-0.13714057259923582,0.09968371523468848,-0.2535944242231934,-0.0857418040995232,-0.035550299711421686,0.03347593764805452,0.14688577617291343,-0.03454518296920203,-0.1573387681348174,-0.27279617117478655,1.0
